001	1944-09-01	ДА
001	1944-09-01	ДА	КаоФ
001	1944-09-01	ДА	КаоФ	7 армия
083	1944-09-01	ДА	3 УФ	303 зенап
083	1944-09-01	ДА	3 УФ	470 зенап
083	1944-09-01	ДА	3 УФ	579 зенап
083	1944-09-01	ДА	3 УФ	626 зенап
083	1944-09-01	ДА	3 УФ	1384 зенап
083	1944-09-01	ДА	3 УФ	1474 зенап
083	1944-09-01	ДА	3 УФ	139 озадн
083	1944-09-01	ДА	3 УФ	4 гв. мк 
083	1944-09-01	ДА	3 УФ	13 гв. мехбр
083	1944-09-01	ДА	3 УФ	14 гв. мехбр
083	1944-09-01	ДА	3 УФ	15 гв. мехбр
083	1944-09-01	ДА	3 УФ	292 гв. сап
083	1944-09-01	ДА	3 УФ	1512 иптап
083	1944-09-01	ДА	3 УФ	129 гв. мдн
083	1944-09-01	ДА	3 УФ	7 мк 
083	1944-09-01	ДА	3 УФ	16 мехбр
083	1944-09-01	ДА	3 УФ	63 мехбр
083	1944-09-01	ДА	3 УФ	64 мехбр
083	1944-09-01	ДА	3 УФ	1289 сап
083	1944-09-01	ДА	3 УФ	1440 сап
083	1944-09-01	ДА	3 УФ	109 иптап
083	1944-09-01	ДА	3 УФ	40 гв. мдн
083	1944-09-01	ДА	3 УФ	52 отп
083	1944-09-01	ДА	3 УФ	366 гв. тсап
083	1944-09-01	ДА	3 УФ	398 гв. тсап
083	1944-09-01	ДА	3 УФ	1201 сап
083	1944-09-01	ДА	3 УФ	1202 сап
083	1944-09-01	ДА	3 УФ	1891 сап
083	1944-09-01	ДА	3 УФ	53 мцп
083	1944-09-01	ДА	3 УФ	252 омб 
083	1944-09-01	ДА	3 УФ	22 одн брп
083	1944-09-01	ДА	3 УФ	26 одн брп
083	1944-09-01	ДА	3 УФ	28 одн брп
083	1944-09-01	ДА	3 УФ	11 шисбр
083	1944-09-01	ДА	3 УФ	12 шисбр
083	1944-09-01	ДА	3 УФ	5 пмбр
083	1944-09-01	ДА	3 УФ	6 пмп
083	1944-09-01	ДА	3 УФ	76 оиб
083	1944-09-01	ДА	3 УФ	5 ооб
083	1944-09-01	ДА	3 УФ	23 ооб
083	1944-09-01	ДА	3 УФ	24 ооб
083	1944-09-01	ДА	3 УФ	30 ооб
084	1944-09-01	ДА	4 УФ
084	1944-09-01	ДА	4 УФ	1 гвардейская армия
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	18 гв. ск
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	151 сд
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	161 сд
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	237 сд
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	30 ск 
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	30 сд
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	141 сд
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	155 сд
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	107 ск 
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	129 гв.
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	276 сд
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	24 гв. пабр
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	4 гв.
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	317 гв.
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	1506 иптап
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	196 горно
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	197 горно
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	253 горно
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	525 минп
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	1067 зенап
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	1356 зенап
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	1362 зенап
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	1368 зенап
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	31 гв. тбр
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	1511 сап
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	6 горн.
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	15 шисбр
084	1944-09-01	ДА	4 УФ	1 гвардейская армия	26 ооб
085	1944-09-01	ДА	4 УФ	18 армия
085	1944-09-01	ДА	4 УФ	18 армия	3 гск
085	1944-09-01	ДА	4 УФ	18 армия	128 гв.
085	1944-09-01	ДА	4 УФ	18 армия	318 гсд
085	1944-09-01	ДА	4 УФ	18 армия	11 ск 
085	1944-09-01	ДА	4 УФ	18 армия	226 сд
085	1944-09-01	ДА	4 УФ	18 армия	271 сд
085	1944-09-01	ДА	4 УФ	18 армия	95 ск 
085	1944-09-01	ДА	4 УФ	18 армия	66 гв.
085	1944-09-01	ДА	4 УФ	18 армия	351 сд
085	1944-09-01	ДА	4 УФ	18 армия	146 пабр
085	1944-09-01	ДА	4 УФ	18 армия	839 гап
085	1944-09-01	ДА	4 УФ	18 армия	1642 иптап
085	1944-09-01	ДА	4 УФ	18 армия	477 горно
085	1944-09-01	ДА	4 УФ	18 армия	494 горно
085	1944-09-01	ДА	4 УФ	18 армия	496 горно
085	1944-09-01	ДА	4 УФ	18 армия	269 гв. зенап
085	1944-09-01	ДА	4 УФ	18 армия	4 горн. исбр
085	1944-09-01	ДА	4 УФ	18 армия	179 орро
086	1944-09-01	ДА	4 УФ	8 воздушная армия
086	1944-09-01	ДА	4 УФ	8 воздушная армия	8 шак
086	1944-09-01	ДА	4 УФ	8 воздушная армия	224 шад
086	1944-09-01	ДА	4 УФ	8 воздушная армия	227 шад
086	1944-09-01	ДА	4 УФ	8 воздушная армия	10 иак 
086	1944-09-01	ДА	4 УФ	8 воздушная армия	10 гв. иад
086	1944-09-01	ДА	4 УФ	8 воздушная армия	15 гв. иад
086	1944-09-01	ДА	4 УФ	8 воздушная армия	8 рап
086	1944-09-01	ДА	4 УФ	8 воздушная армия	678 трап
087	1944-09-01	ДА	4 УФ	17 гв. ск
087	1944-09-01	ДА	4 УФ	2 гв. вдд
087	1944-09-01	ДА	4 УФ	138 сд
087	1944-09-01	ДА	4 УФ	317 сд
087	1944-09-01	ДА	4 УФ	1 чак 
087	1944-09-01	ДА	4 УФ	1 пбр
087	1944-09-01	ДА	4 УФ	3 пбр
087	1944-09-01	ДА	4 УФ	1 тбр
087	1944-09-01	ДА	4 УФ	1 авиаполк
087	1944-09-01	ДА	4 УФ	1646 иптап
087	1944-09-01	ДА	4 УФ	1672 иптап
087	1944-09-01	ДА	4 УФ	329 гв. мп
087	1944-09-01	ДА	4 УФ	3 гв. горно
087	1944-09-01	ДА	4 УФ	76 зенад 
087	1944-09-01	ДА	4 УФ	223 зенап
087	1944-09-01	ДА	4 УФ	416 зенап
087	1944-09-01	ДА	4 УФ	447 зенап
087	1944-09-01	ДА	4 УФ	591 зенап
087	1944-09-01	ДА	4 УФ	95 озадн
087	1944-09-01	ДА	4 УФ	5 гв. тбр
087	1944-09-01	ДА	4 УФ	33 одн брп
087	1944-09-01	ДА	4 УФ	46 одн брп
087	1944-09-01	ДА	4 УФ	9 исбр
087	1944-09-01	ДА	4 УФ	50 пмб
087	1944-09-01	ДА	4 УФ	180 орро
088	1944-09-01	ДА	ОА
088	1944-09-01	ДА	ОА	Приморская армия
088	1944-09-01	ДА	ОА	Приморская армия	16 ск
088	1944-09-01	ДА	ОА	Приморская армия	89 сд
088	1944-09-01	ДА	ОА	Приморская армия	339 сд
088	1944-09-01	ДА	ОА	Приморская армия	383 сд
088	1944-09-01	ДА	ОА	Приморская армия	55 ск 
088	1944-09-01	ДА	ОА	Приморская армия	315 сд
088	1944-09-01	ДА	ОА	Приморская армия	387 сд
088	1944-09-01	ДА	ОА	Приморская армия	414 сд
088	1944-09-01	ДА	ОА	Приморская армия	116 УР
088	1944-09-01	ДА	ОА	Приморская армия	42 гв. пабр
088	1944-09-01	ДА	ОА	Приморская армия	210 гв. зенап
088	1944-09-01	ДА	ОА	Приморская армия	63 тбр
088	1944-09-01	ДА	ОА	Приморская армия	244 отп
088	1944-09-01	ДА	ОА	Приморская армия	257 отп
088	1944-09-01	ДА	ОА	Приморская армия	54 одн брп
088	1944-09-01	ДА	ОА	Приморская армия	8 оиб
088	1944-09-01	ДА	ОА	Приморская армия	9 оиб
089	1944-09-01	ДА	АДД РА
089	1944-09-01	ДА	АДД РА	1 гв. ак
089	1944-09-01	ДА	АДД РА	1 гв. ад ДД
089	1944-09-01	ДА	АДД РА	6 гв. ад ДД
089	1944-09-01	ДА	АДД РА	2 гв. ак 
089	1944-09-01	ДА	АДД РА	2 гв. ад ДД
089	1944-09-01	ДА	АДД РА	8 гв. ад ДД
089	1944-09-01	ДА	АДД РА	3 гв. ак 
089	1944-09-01	ДА	АДД РА	3 гв. ад ДД
089	1944-09-01	ДА	АДД РА	7 гв. ад ДД
089	1944-09-01	ДА	АДД РА	4 гв. ак 
089	1944-09-01	ДА	АДД РА	4 гв. ад ДД
089	1944-09-01	ДА	АДД РА	5 гв. ад ДД
089	1944-09-01	ДА	АДД РА	5 ак 
089	1944-09-01	ДА	АДД РА	53 ад ДД
089	1944-09-01	ДА	АДД РА	54 ад ДД
089	1944-09-01	ДА	АДД РА	6 ак 
089	1944-09-01	ДА	АДД РА	9 гв.
089	1944-09-01	ДА	АДД РА	7 ак 
089	1944-09-01	ДА	АДД РА	1 ад ДД
089	1944-09-01	ДА	АДД РА	12 ад ДД
089	1944-09-01	ДА	АДД РА	8 ак 
089	1944-09-01	ДА	АДД РА	36 ад ДД
089	1944-09-01	ДА	АДД РА	48 ад ДД
089	1944-09-01	ДА	АДД РА	56 ад ДД
090	1944-09-01	ПВО
090	1944-09-01	ПВО	ПВО страны
090	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО
090	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	122 иад
090	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	767 иап
090	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	768 иап
090	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	769 иап
091	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	106 иад
091	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	145 гв.
091	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	147 гв.
091	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	124 иад 
091	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	926 иап
091	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	964 иап
091	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	966 иап
092	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	142 иад
092	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	423 иап
092	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	632 иап
092	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	786 иап
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	9 отд. зенабр
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	1872 зенап
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	1873 зенап
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	283 озадн
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	296 озадн
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	420 озадн
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	510 озадн
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	550 зенбатр
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	551 зенбатр
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	552 зенбатр
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	553 зенбатр
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	554 зенбатр
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	13 зенпрожб
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	141 озенбрп
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	171 озенбрп
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	178 озенбрп
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	198 озенбрп
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	199 озенбрп
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	515 зенап
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	748 зенап
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	1567 зенап
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	1876 зенап
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	306 озадн
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	356 озадн
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	45 зенпулп
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	35 зенпулб
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	10 об ВНОС
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	14 об ВНОС
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	101 об ВНОС
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	55 озенбрп
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	58 озенбрп
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	80 озенбрп
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	127 озенбрп
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	131 озенбрп
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	139 озенбрп
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	170 озенбрп
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	174 озенбрп
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	208 озенбрп
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	223 озенбрп
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	228 озенбрп
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	231 озенбрп
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	148 иад 
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	439 иап
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	36 иад 
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	652 иап
093	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	826 иап
094	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	36 иад
094	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	405 иап
094	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	495 иап
094	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	591 иап
095	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	125 иад
095	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	730 иап
095	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	787 иап
096	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	104 иад
096	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	119 иап
096	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	729 иап
097	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	79 дивизия ПВО 
097	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	33 озадн
097	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	372 озадн
097	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	404 озадн
097	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	407 озадн
097	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	413 озадн
097	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	422 озадн
097	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	531 озадн
097	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	21 зенбатр
097	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	30 зенпулб
097	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	215 озенбрп
098	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	147 иад
098	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	143 иап
098	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	144 иап
098	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	740 иап
098	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	1005 иап
099	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	320 иад
099	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	651 иап
099	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	862 иап
099	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	963 иап
099	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	1006 иап
100	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	148 иад
100	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	148 гв.
101	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	383 иап
101	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	320 иад 
101	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	785 иап
101	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	827 иап
102	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	328 иад
102	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	441 иап
102	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	722 иап
102	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	959 иап
102	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	960 иап
103	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	16 отдельная зенабр 
103	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	553 зенап
103	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	215 озадн
103	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	248 озадн
103	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	271 озадн
103	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	424 озадн
103	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	447 озадн
103	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	458 озадн
103	1944-09-01	ПВО	ПВО страны	Северный фронт ПВО	21 зенпулб
104	1944-09-01	ПВО	ПВО страны	Особая Московская армия ПВО
104	1944-09-01	ПВО	ПВО страны	Особая Московская армия ПВО	1 гв.
104	1944-09-01	ПВО	ПВО страны	Особая Московская армия ПВО	51 зенад
104	1944-09-01	ПВО	ПВО страны	Особая Московская армия ПВО	52 зенад
104	1944-09-01	ПВО	ПВО страны	Особая Московская армия ПВО	53 зенад
104	1944-09-01	ПВО	ПВО страны	Особая Московская армия ПВО	54 зенад
104	1944-09-01	ПВО	ПВО страны	Особая Московская армия ПВО	55 зенад
